"","module_category","component_category","year.month","TotalCount","SaleCount"
"736","M1","P21","2006/9",45,60307
"737","M1","P21","2007/1",45,4975
"738","M1","P21","2007/2",45,3739
"739","M1","P22","2006/10",45,52448
"740","M1","P22","2006/11",45,55468
"741","M1","P22","2006/12",45,20586
"742","M1","P22","2006/2",45,2856
"743","M1","P22","2006/3",45,28672
"744","M1","P22","2006/4",45,39965
"745","M1","P22","2006/5",45,39041
"746","M1","P22","2006/6",45,28776
"747","M1","P22","2006/7",45,52937
"748","M1","P22","2006/8",45,66212
"749","M1","P22","2006/9",45,60307
"750","M1","P22","2007/1",45,4975
"751","M1","P22","2007/2",45,3739
"752","M1","P23","2006/10",45,52448
"753","M1","P23","2006/11",45,55468
"754","M1","P23","2006/12",45,20586
"755","M1","P23","2006/2",45,2856
"756","M1","P23","2006/3",45,28672
"757","M1","P23","2006/4",45,39965
"758","M1","P23","2006/5",45,39041
"759","M1","P23","2006/6",45,28776
"760","M1","P23","2006/7",45,52937
"761","M1","P23","2006/8",45,66212
"762","M1","P23","2006/9",45,60307
"763","M1","P23","2007/1",45,4975
"764","M1","P23","2007/2",45,3739
"765","M1","P24","2006/10",45,52448
"766","M1","P24","2006/11",45,55468
"767","M1","P24","2006/12",45,20586
"768","M1","P24","2006/2",45,2856
"769","M1","P24","2006/3",45,28672
"770","M1","P24","2006/4",45,39965
"771","M1","P24","2006/5",45,39041
"772","M1","P24","2006/6",45,28776
"773","M1","P24","2006/7",45,52937
"774","M1","P24","2006/8",45,66212
"775","M1","P24","2006/9",45,60307
"776","M1","P24","2007/1",45,4975
"777","M1","P24","2007/2",45,3739
"778","M1","P25","2006/10",45,52448
"779","M1","P25","2006/11",45,55468
"780","M1","P25","2006/12",45,20586
"781","M1","P25","2006/2",45,2856
"782","M1","P25","2006/3",45,28672
"783","M1","P25","2006/4",45,39965
"784","M1","P25","2006/5",45,39041
"785","M1","P25","2006/6",45,28776
"786","M1","P25","2006/7",45,52937
"787","M1","P25","2006/8",45,66212
"788","M1","P25","2006/9",45,60307
"789","M1","P25","2007/1",45,4975
"790","M1","P25","2007/2",45,3739
"791","M1","P26","2006/10",45,52448
"792","M1","P26","2006/11",45,55468
"793","M1","P26","2006/12",45,20586
"794","M1","P26","2006/2",45,2856
"795","M1","P26","2006/3",45,28672
"796","M1","P26","2006/4",45,39965
"797","M1","P26","2006/5",45,39041
"798","M1","P26","2006/6",45,28776
"799","M1","P26","2006/7",45,52937
"800","M1","P26","2006/8",45,66212
"801","M1","P26","2006/9",45,60307
"802","M1","P26","2007/1",45,4975
"803","M1","P26","2007/2",45,3739
"804","M1","P27","2006/10",45,52448
"805","M1","P27","2006/11",45,55468
"806","M1","P27","2006/12",45,20586
"807","M1","P27","2006/2",45,2856
"808","M1","P27","2006/3",45,28672
"809","M1","P27","2006/4",45,39965
"810","M1","P27","2006/5",45,39041
"811","M1","P27","2006/6",45,28776
"812","M1","P27","2006/7",45,52937
"813","M1","P27","2006/8",45,66212
"814","M1","P27","2006/9",45,60307
"815","M1","P27","2007/1",45,4975
"816","M1","P27","2007/2",45,3739
"817","M1","P28","2006/10",45,52448
"818","M1","P28","2006/11",45,55468
"819","M1","P28","2006/12",45,20586
"820","M1","P28","2006/2",45,2856
"821","M1","P28","2006/3",45,28672
"822","M1","P28","2006/4",45,39965
"823","M1","P28","2006/5",45,39041
"824","M1","P28","2006/6",45,28776
"825","M1","P28","2006/7",45,52937
"826","M1","P28","2006/8",45,66212
"827","M1","P28","2006/9",45,60307
"828","M1","P28","2007/1",45,4975
"829","M1","P28","2007/2",45,3739
"830","M1","P29","2006/10",45,52448
"831","M1","P29","2006/11",45,55468
"832","M1","P29","2006/12",45,20586
"833","M1","P29","2006/2",45,2856
"834","M1","P29","2006/3",45,28672
"835","M1","P29","2006/4",45,39965
"836","M1","P29","2006/5",45,39041
"837","M1","P29","2006/6",45,28776
"838","M1","P29","2006/7",45,52937
"839","M1","P29","2006/8",45,66212
"840","M1","P29","2006/9",45,60307
"841","M1","P29","2007/1",45,4975
"842","M1","P29","2007/2",45,3739
"843","M1","P30","2006/10",45,52448
"844","M1","P30","2006/11",45,55468
"845","M1","P30","2006/12",45,20586
"846","M1","P30","2006/2",45,2856
"847","M1","P30","2006/3",45,28672
"848","M1","P30","2006/4",45,39965
"849","M1","P30","2006/5",45,39041
"850","M1","P30","2006/6",45,28776
"851","M1","P30","2006/7",45,52937
"852","M1","P30","2006/8",45,66212
"853","M1","P30","2006/9",45,60307
"854","M1","P30","2007/1",45,4975
"855","M1","P30","2007/2",45,3739
"856","M1","P31","2006/10",45,52448
"857","M1","P31","2006/11",45,55468
"858","M1","P31","2006/12",45,20586
"859","M1","P31","2006/2",45,2856
"860","M1","P31","2006/3",45,28672
"861","M1","P31","2006/4",45,39965
"862","M1","P31","2006/5",45,39041
"863","M1","P31","2006/6",45,28776
"864","M1","P31","2006/7",45,52937
"865","M1","P31","2006/8",45,66212
"866","M1","P31","2006/9",45,60307
"867","M1","P31","2007/1",45,4975
"868","M1","P31","2007/2",45,3739
"869","M2","P01","2007/10",30,42873
"870","M2","P01","2007/11",30,41408
"871","M2","P01","2007/12",30,43007
"872","M2","P01","2007/2",30,2944
"873","M2","P01","2007/3",30,41601
"874","M2","P01","2007/4",30,52400
"875","M2","P01","2007/5",30,76857
"876","M2","P01","2007/6",30,114132
"877","M2","P01","2007/7",30,96936
"878","M2","P01","2007/8",30,45382
"879","M2","P01","2007/9",30,93860
"880","M2","P01","2008/1",30,3008
"881","M2","P02","2007/10",30,42873
"882","M2","P02","2007/11",30,41408
"883","M2","P02","2007/12",30,43007
"884","M2","P02","2007/2",30,2944
"885","M2","P02","2007/3",30,41601
"886","M2","P02","2007/4",30,52400
"887","M2","P02","2007/5",30,76857
"888","M2","P02","2007/6",30,114132
"889","M2","P02","2007/7",30,96936
"890","M2","P02","2007/8",30,45382
"891","M2","P02","2007/9",30,93860
"892","M2","P02","2008/1",30,3008
"893","M2","P03","2007/10",30,42873
"894","M2","P03","2007/11",30,41408
"895","M2","P03","2007/12",30,43007
"896","M2","P03","2007/2",30,2944
"897","M2","P03","2007/3",30,41601
"898","M2","P03","2007/4",30,52400
"899","M2","P03","2007/5",30,76857
"900","M2","P03","2007/6",30,114132
"901","M2","P03","2007/7",30,96936
"902","M2","P03","2007/8",30,45382
"903","M2","P03","2007/9",30,93860
"904","M2","P03","2008/1",30,3008
"905","M2","P04","2007/10",30,42873
"906","M2","P04","2007/11",30,41408
"907","M2","P04","2007/12",30,43007
"908","M2","P04","2007/2",30,2944
"909","M2","P04","2007/3",30,41601
"910","M2","P04","2007/4",30,52400
"911","M2","P04","2007/5",30,76857
"912","M2","P04","2007/6",30,114132
"913","M2","P04","2007/7",30,96936
"914","M2","P04","2007/8",30,45382
"915","M2","P04","2007/9",30,93860
"916","M2","P04","2008/1",30,3008
"917","M2","P05","2007/10",30,42873
"918","M2","P05","2007/11",30,41408
"919","M2","P05","2007/12",30,43007
"920","M2","P05","2007/2",30,2944
"921","M2","P05","2007/3",30,41601
"922","M2","P05","2007/4",30,52400
"923","M2","P05","2007/5",30,76857
"924","M2","P05","2007/6",30,114132
"925","M2","P05","2007/7",30,96936
"926","M2","P05","2007/8",30,45382
"927","M2","P05","2007/9",30,93860
"928","M2","P05","2008/1",30,3008
"929","M2","P06","2007/10",30,42873
"930","M2","P06","2007/11",30,41408
"931","M2","P06","2007/12",30,43007
"932","M2","P06","2007/2",30,2944
"933","M2","P06","2007/3",30,41601
"934","M2","P06","2007/4",30,52400
"935","M2","P06","2007/5",30,76857
"936","M2","P06","2007/6",30,114132
"937","M2","P06","2007/7",30,96936
"938","M2","P06","2007/8",30,45382
"939","M2","P06","2007/9",30,93860
"940","M2","P06","2008/1",30,3008
"941","M2","P07","2007/10",30,42873
"942","M2","P07","2007/11",30,41408
"943","M2","P07","2007/12",30,43007
"944","M2","P07","2007/2",30,2944
"945","M2","P07","2007/3",30,41601
"946","M2","P07","2007/4",30,52400
"947","M2","P07","2007/5",30,76857
"948","M2","P07","2007/6",30,114132
"949","M2","P07","2007/7",30,96936
"950","M2","P07","2007/8",30,45382
"951","M2","P07","2007/9",30,93860
"952","M2","P07","2008/1",30,3008
"953","M2","P08","2007/10",30,42873
"954","M2","P08","2007/11",30,41408
"955","M2","P08","2007/12",30,43007
"956","M2","P08","2007/2",30,2944
"957","M2","P08","2007/3",30,41601
"958","M2","P08","2007/4",30,52400
"959","M2","P08","2007/5",30,76857
"960","M2","P08","2007/6",30,114132
"961","M2","P08","2007/7",30,96936
"962","M2","P08","2007/8",30,45382
"963","M2","P08","2007/9",30,93860
"964","M2","P08","2008/1",30,3008
"965","M2","P09","2007/10",30,42873
"966","M2","P09","2007/11",30,41408
"967","M2","P09","2007/12",30,43007
"968","M2","P09","2007/2",30,2944
"969","M2","P09","2007/3",30,41601
"970","M2","P09","2007/4",30,52400
"971","M2","P09","2007/5",30,76857
"972","M2","P09","2007/6",30,114132
"973","M2","P09","2007/7",30,96936
"974","M2","P09","2007/8",30,45382
"975","M2","P09","2007/9",30,93860
"976","M2","P09","2008/1",30,3008
"977","M2","P10","2007/10",30,42873
"978","M2","P10","2007/11",30,41408
"979","M2","P10","2007/12",30,43007
"980","M2","P10","2007/2",30,2944
"981","M2","P10","2007/3",30,41601
"982","M2","P10","2007/4",30,52400
"983","M2","P10","2007/5",30,76857
"984","M2","P10","2007/6",30,114132
"985","M2","P10","2007/7",30,96936
"986","M2","P10","2007/8",30,45382
"987","M2","P10","2007/9",30,93860
"988","M2","P10","2008/1",30,3008
"989","M2","P11","2007/10",30,42873
"990","M2","P11","2007/11",30,41408
"991","M2","P11","2007/12",30,43007
"992","M2","P11","2007/2",30,2944
"993","M2","P11","2007/3",30,41601
"994","M2","P11","2007/4",30,52400
"995","M2","P11","2007/5",30,76857
"996","M2","P11","2007/6",30,114132
"997","M2","P11","2007/7",30,96936
"998","M2","P11","2007/8",30,45382
"999","M2","P11","2007/9",30,93860
"1000","M2","P11","2008/1",30,3008
"1001","M2","P12","2007/10",30,42873
"1002","M2","P12","2007/11",30,41408
"1003","M2","P12","2007/12",30,43007
"1004","M2","P12","2007/2",30,2944
"1005","M2","P12","2007/3",30,41601
"1006","M2","P12","2007/4",30,52400
"1007","M2","P12","2007/5",30,76857
"1008","M2","P12","2007/6",30,114132
"1009","M2","P12","2007/7",30,96936
"1010","M2","P12","2007/8",30,45382
"1011","M2","P12","2007/9",30,93860
"1012","M2","P12","2008/1",30,3008
"1013","M2","P13","2007/10",30,42873
"1014","M2","P13","2007/11",30,41408
"1015","M2","P13","2007/12",30,43007
"1016","M2","P13","2007/2",30,2944
"1017","M2","P13","2007/3",30,41601
"1018","M2","P13","2007/4",30,52400
"1019","M2","P13","2007/5",30,76857
"1020","M2","P13","2007/6",30,114132
"1021","M2","P13","2007/7",30,96936
"1022","M2","P13","2007/8",30,45382
"1023","M2","P13","2007/9",30,93860
"1024","M2","P13","2008/1",30,3008
"1025","M2","P14","2007/10",30,42873
"1026","M2","P14","2007/11",30,41408
"1027","M2","P14","2007/12",30,43007
"1028","M2","P14","2007/2",30,2944
"1029","M2","P14","2007/3",30,41601
"1030","M2","P14","2007/4",30,52400
"1031","M2","P14","2007/5",30,76857
"1032","M2","P14","2007/6",30,114132
"1033","M2","P14","2007/7",30,96936
"1034","M2","P14","2007/8",30,45382
"1035","M2","P14","2007/9",30,93860
"1036","M2","P14","2008/1",30,3008
"1037","M2","P15","2007/10",30,42873
"1038","M2","P15","2007/11",30,41408
"1039","M2","P15","2007/12",30,43007
"1040","M2","P15","2007/2",30,2944
"1041","M2","P15","2007/3",30,41601
"1042","M2","P15","2007/4",30,52400
"1043","M2","P15","2007/5",30,76857
"1044","M2","P15","2007/6",30,114132
"1045","M2","P15","2007/7",30,96936
"1046","M2","P15","2007/8",30,45382
"1047","M2","P15","2007/9",30,93860
"1048","M2","P15","2008/1",30,3008
"1049","M2","P16","2007/10",30,42873
"1050","M2","P16","2007/11",30,41408
"1051","M2","P16","2007/12",30,43007
"1052","M2","P16","2007/2",30,2944
"1053","M2","P16","2007/3",30,41601
"1054","M2","P16","2007/4",30,52400
"1055","M2","P16","2007/5",30,76857
"1056","M2","P16","2007/6",30,114132
"1057","M2","P16","2007/7",30,96936
"1058","M2","P16","2007/8",30,45382
"1059","M2","P16","2007/9",30,93860
"1060","M2","P16","2008/1",30,3008
"1061","M2","P17","2007/10",30,42873
"1062","M2","P17","2007/11",30,41408
"1063","M2","P17","2007/12",30,43007
"1064","M2","P17","2007/2",30,2944
"1065","M2","P17","2007/3",30,41601
"1066","M2","P17","2007/4",30,52400
"1067","M2","P17","2007/5",30,76857
"1068","M2","P17","2007/6",30,114132
"1069","M2","P17","2007/7",30,96936
"1070","M2","P17","2007/8",30,45382
"1071","M2","P17","2007/9",30,93860
"1072","M2","P17","2008/1",30,3008
"1073","M2","P18","2007/10",30,42873
"1074","M2","P18","2007/11",30,41408
"1075","M2","P18","2007/12",30,43007
"1076","M2","P18","2007/2",30,2944
"1077","M2","P18","2007/3",30,41601
"1078","M2","P18","2007/4",30,52400
"1079","M2","P18","2007/5",30,76857
"1080","M2","P18","2007/6",30,114132
"1081","M2","P18","2007/7",30,96936
"1082","M2","P18","2007/8",30,45382
"1083","M2","P18","2007/9",30,93860
"1084","M2","P18","2008/1",30,3008
"1085","M2","P19","2007/10",30,42873
"1086","M2","P19","2007/11",30,41408
"1087","M2","P19","2007/12",30,43007
"1088","M2","P19","2007/2",30,2944
"1089","M2","P19","2007/3",30,41601
"1090","M2","P19","2007/4",30,52400
"1091","M2","P19","2007/5",30,76857
"1092","M2","P19","2007/6",30,114132
"1093","M2","P19","2007/7",30,96936
"1094","M2","P19","2007/8",30,45382
"1095","M2","P19","2007/9",30,93860
"1096","M2","P19","2008/1",30,3008
"1097","M2","P20","2007/10",30,42873
"1098","M2","P20","2007/11",30,41408
"1099","M2","P20","2007/12",30,43007
"1100","M2","P20","2007/2",30,2944
"1101","M2","P20","2007/3",30,41601
"1102","M2","P20","2007/4",30,52400
"1103","M2","P20","2007/5",30,76857
"1104","M2","P20","2007/6",30,114132
"1105","M2","P20","2007/7",30,96936
"1106","M2","P20","2007/8",30,45382
"1107","M2","P20","2007/9",30,93860
"1108","M2","P20","2008/1",30,3008
"1109","M2","P21","2007/10",30,42873
"1110","M2","P21","2007/11",30,41408
"1111","M2","P21","2007/12",30,43007
"1112","M2","P21","2007/2",30,2944
"1113","M2","P21","2007/3",30,41601
"1114","M2","P21","2007/4",30,52400
"1115","M2","P21","2007/5",30,76857
"1116","M2","P21","2007/6",30,114132
"1117","M2","P21","2007/7",30,96936
"1118","M2","P21","2007/8",30,45382
"1119","M2","P21","2007/9",30,93860
"1120","M2","P21","2008/1",30,3008
"1121","M2","P22","2007/10",30,42873
"1122","M2","P22","2007/11",30,41408
"1123","M2","P22","2007/12",30,43007
"1124","M2","P22","2007/2",30,2944
"1125","M2","P22","2007/3",30,41601
"1126","M2","P22","2007/4",30,52400
"1127","M2","P22","2007/5",30,76857
"1128","M2","P22","2007/6",30,114132
"1129","M2","P22","2007/7",30,96936
"1130","M2","P22","2007/8",30,45382
"1131","M2","P22","2007/9",30,93860
"1132","M2","P22","2008/1",30,3008
"1133","M2","P23","2007/10",30,42873
"1134","M2","P23","2007/11",30,41408
"1135","M2","P23","2007/12",30,43007
"1136","M2","P23","2007/2",30,2944
"1137","M2","P23","2007/3",30,41601
"1138","M2","P23","2007/4",30,52400
"1139","M2","P23","2007/5",30,76857
"1140","M2","P23","2007/6",30,114132
"1141","M2","P23","2007/7",30,96936
"1142","M2","P23","2007/8",30,45382
"1143","M2","P23","2007/9",30,93860
"1144","M2","P23","2008/1",30,3008
"1145","M2","P24","2007/10",30,42873
"1146","M2","P24","2007/11",30,41408
"1147","M2","P24","2007/12",30,43007
"1148","M2","P24","2007/2",30,2944
"1149","M2","P24","2007/3",30,41601
"1150","M2","P24","2007/4",30,52400
"1151","M2","P24","2007/5",30,76857
"1152","M2","P24","2007/6",30,114132
"1153","M2","P24","2007/7",30,96936
"1154","M2","P24","2007/8",30,45382
"1155","M2","P24","2007/9",30,93860
"1156","M2","P24","2008/1",30,3008
"1157","M2","P25","2007/10",30,42873
"1158","M2","P25","2007/11",30,41408
"1159","M2","P25","2007/12",30,43007
"1160","M2","P25","2007/2",30,2944
"1161","M2","P25","2007/3",30,41601
"1162","M2","P25","2007/4",30,52400
"1163","M2","P25","2007/5",30,76857
"1164","M2","P25","2007/6",30,114132
"1165","M2","P25","2007/7",30,96936
"1166","M2","P25","2007/8",30,45382
"1167","M2","P25","2007/9",30,93860
"1168","M2","P25","2008/1",30,3008
"1169","M2","P26","2007/10",30,42873
"1170","M2","P26","2007/11",30,41408
"1171","M2","P26","2007/12",30,43007
"1172","M2","P26","2007/2",30,2944
"1173","M2","P26","2007/3",30,41601
"1174","M2","P26","2007/4",30,52400
"1175","M2","P26","2007/5",30,76857
"1176","M2","P26","2007/6",30,114132
"1177","M2","P26","2007/7",30,96936
"1178","M2","P26","2007/8",30,45382
"1179","M2","P26","2007/9",30,93860
"1180","M2","P26","2008/1",30,3008
"1181","M2","P27","2007/10",30,42873
"1182","M2","P27","2007/11",30,41408
"1183","M2","P27","2007/12",30,43007
"1184","M2","P27","2007/2",30,2944
"1185","M2","P27","2007/3",30,41601
"1186","M2","P27","2007/4",30,52400
"1187","M2","P27","2007/5",30,76857
"1188","M2","P27","2007/6",30,114132
"1189","M2","P27","2007/7",30,96936
"1190","M2","P27","2007/8",30,45382
"1191","M2","P27","2007/9",30,93860
"1192","M2","P27","2008/1",30,3008
"1193","M2","P28","2007/10",30,42873
"1194","M2","P28","2007/11",30,41408
"1195","M2","P28","2007/12",30,43007
"1196","M2","P28","2007/2",30,2944
"1197","M2","P28","2007/3",30,41601
"1198","M2","P28","2007/4",30,52400
"1199","M2","P28","2007/5",30,76857
"1200","M2","P28","2007/6",30,114132
"1201","M2","P28","2007/7",30,96936
"1202","M2","P28","2007/8",30,45382
"1203","M2","P28","2007/9",30,93860
"1204","M2","P28","2008/1",30,3008
"1205","M2","P29","2007/10",30,42873
"1206","M2","P29","2007/11",30,41408
"1207","M2","P29","2007/12",30,43007
"1208","M2","P29","2007/2",30,2944
"1209","M2","P29","2007/3",30,41601
"1210","M2","P29","2007/4",30,52400
"1211","M2","P29","2007/5",30,76857
"1212","M2","P29","2007/6",30,114132
"1213","M2","P29","2007/7",30,96936
"1214","M2","P29","2007/8",30,45382
"1215","M2","P29","2007/9",30,93860
"1216","M2","P29","2008/1",30,3008
"1217","M2","P30","2007/10",30,42873
"1218","M2","P30","2007/11",30,41408
"1219","M2","P30","2007/12",30,43007
"1220","M2","P30","2007/2",30,2944
"1221","M2","P30","2007/3",30,41601
"1222","M2","P30","2007/4",30,52400
"1223","M2","P30","2007/5",30,76857
"1224","M2","P30","2007/6",30,114132
"1225","M2","P30","2007/7",30,96936
"1226","M2","P30","2007/8",30,45382
"1227","M2","P30","2007/9",30,93860
"1228","M2","P30","2008/1",30,3008
"1229","M2","P31","2007/10",30,42873
"1230","M2","P31","2007/11",30,41408
"1231","M2","P31","2007/12",30,43007
"1232","M2","P31","2007/2",30,2944
"1233","M2","P31","2007/3",30,41601
"1234","M2","P31","2007/4",30,52400
"1235","M2","P31","2007/5",30,76857
"1236","M2","P31","2007/6",30,114132
"1237","M2","P31","2007/7",30,96936
"1238","M2","P31","2007/8",30,45382
"1239","M2","P31","2007/9",30,93860
"1240","M2","P31","2008/1",30,3008
"1241","M3","P01","2006/10",48,72769
"1242","M3","P01","2006/11",48,86843
"1243","M3","P01","2006/12",48,86980
"1244","M3","P01","2007/1",48,39474
"1245","M3","P01","2007/2",48,15605
"1246","M3","P01","2007/3",48,29344
"1247","M3","P01","2007/4",48,24170
"1248","M3","P01","2007/5",48,6008
"1249","M3","P01","2007/6",48,8558
"1250","M3","P01","2007/7",48,1552
"1251","M3","P01","2007/8",48,6063
"1252","M3","P01","2007/9",48,1734
"1253","M3","P02","2006/10",48,72769
"1254","M3","P02","2006/11",48,86843
"1255","M3","P02","2006/12",48,86980
"1256","M3","P02","2007/1",48,39474
"1257","M3","P02","2007/2",48,15605
"1258","M3","P02","2007/3",48,29344
"1259","M3","P02","2007/4",48,24170
"1260","M3","P02","2007/5",48,6008
"1261","M3","P02","2007/6",48,8558
"1262","M3","P02","2007/7",48,1552
"1263","M3","P02","2007/8",48,6063
"1264","M3","P02","2007/9",48,1734
"1265","M3","P03","2006/10",48,72769
"1266","M3","P03","2006/11",48,86843
"1267","M3","P03","2006/12",48,86980
"1268","M3","P03","2007/1",48,39474
"1269","M3","P03","2007/2",48,15605
"1270","M3","P03","2007/3",48,29344
"1271","M3","P03","2007/4",48,24170
"1272","M3","P03","2007/5",48,6008
"1273","M3","P03","2007/6",48,8558
"1274","M3","P03","2007/7",48,1552
"1275","M3","P03","2007/8",48,6063
"1276","M3","P03","2007/9",48,1734
"1277","M3","P04","2006/10",48,72769
"1278","M3","P04","2006/11",48,86843
"1279","M3","P04","2006/12",48,86980
"1280","M3","P04","2007/1",48,39474
"1281","M3","P04","2007/2",48,15605
"1282","M3","P04","2007/3",48,29344
"1283","M3","P04","2007/4",48,24170
"1284","M3","P04","2007/5",48,6008
"1285","M3","P04","2007/6",48,8558
"1286","M3","P04","2007/7",48,1552
"1287","M3","P04","2007/8",48,6063
"1288","M3","P04","2007/9",48,1734
"1289","M3","P05","2006/10",48,72769
"1290","M3","P05","2006/11",48,86843
"1291","M3","P05","2006/12",48,86980
"1292","M3","P05","2007/1",48,39474
"1293","M3","P05","2007/2",48,15605
"1294","M3","P05","2007/3",48,29344
"1295","M3","P05","2007/4",48,24170
"1296","M3","P05","2007/5",48,6008
"1297","M3","P05","2007/6",48,8558
"1298","M3","P05","2007/7",48,1552
"1299","M3","P05","2007/8",48,6063
"1300","M3","P05","2007/9",48,1734
"1301","M3","P06","2006/10",48,72769
"1302","M3","P06","2006/11",48,86843
"1303","M3","P06","2006/12",48,86980
"1304","M3","P06","2007/1",48,39474
"1305","M3","P06","2007/2",48,15605
"1306","M3","P06","2007/3",48,29344
"1307","M3","P06","2007/4",48,24170
"1308","M3","P06","2007/5",48,6008
"1309","M3","P06","2007/6",48,8558
"1310","M3","P06","2007/7",48,1552
"1311","M3","P06","2007/8",48,6063
"1312","M3","P06","2007/9",48,1734
"1313","M3","P07","2006/10",48,72769
"1314","M3","P07","2006/11",48,86843
"1315","M3","P07","2006/12",48,86980
"1316","M3","P07","2007/1",48,39474
"1317","M3","P07","2007/2",48,15605
"1318","M3","P07","2007/3",48,29344
"1319","M3","P07","2007/4",48,24170
"1320","M3","P07","2007/5",48,6008
"1321","M3","P07","2007/6",48,8558
"1322","M3","P07","2007/7",48,1552
"1323","M3","P07","2007/8",48,6063
"1324","M3","P07","2007/9",48,1734
"1325","M3","P08","2006/10",48,72769
"1326","M3","P08","2006/11",48,86843
"1327","M3","P08","2006/12",48,86980
"1328","M3","P08","2007/1",48,39474
"1329","M3","P08","2007/2",48,15605
"1330","M3","P08","2007/3",48,29344
"1331","M3","P08","2007/4",48,24170
"1332","M3","P08","2007/5",48,6008
"1333","M3","P08","2007/6",48,8558
"1334","M3","P08","2007/7",48,1552
"1335","M3","P08","2007/8",48,6063
"1336","M3","P08","2007/9",48,1734
"1337","M3","P09","2006/10",48,72769
"1338","M3","P09","2006/11",48,86843
"1339","M3","P09","2006/12",48,86980
"1340","M3","P09","2007/1",48,39474
"1341","M3","P09","2007/2",48,15605
"1342","M3","P09","2007/3",48,29344
"1343","M3","P09","2007/4",48,24170
"1344","M3","P09","2007/5",48,6008
"1345","M3","P09","2007/6",48,8558
"1346","M3","P09","2007/7",48,1552
"1347","M3","P09","2007/8",48,6063
"1348","M3","P09","2007/9",48,1734
"1349","M3","P10","2006/10",48,72769
"1350","M3","P10","2006/11",48,86843
"1351","M3","P10","2006/12",48,86980
"1352","M3","P10","2007/1",48,39474
"1353","M3","P10","2007/2",48,15605
"1354","M3","P10","2007/3",48,29344
"1355","M3","P10","2007/4",48,24170
"1356","M3","P10","2007/5",48,6008
"1357","M3","P10","2007/6",48,8558
"1358","M3","P10","2007/7",48,1552
"1359","M3","P10","2007/8",48,6063
"1360","M3","P10","2007/9",48,1734
"1361","M3","P11","2006/10",48,72769
"1362","M3","P11","2006/11",48,86843
"1363","M3","P11","2006/12",48,86980
"1364","M3","P11","2007/1",48,39474
"1365","M3","P11","2007/2",48,15605
"1366","M3","P11","2007/3",48,29344
"1367","M3","P11","2007/4",48,24170
"1368","M3","P11","2007/5",48,6008
"1369","M3","P11","2007/6",48,8558
"1370","M3","P11","2007/7",48,1552
"1371","M3","P11","2007/8",48,6063
"1372","M3","P11","2007/9",48,1734
"1373","M3","P12","2006/10",48,72769
"1374","M3","P12","2006/11",48,86843
"1375","M3","P12","2006/12",48,86980
"1376","M3","P12","2007/1",48,39474
"1377","M3","P12","2007/2",48,15605
"1378","M3","P12","2007/3",48,29344
"1379","M3","P12","2007/4",48,24170
"1380","M3","P12","2007/5",48,6008
"1381","M3","P12","2007/6",48,8558
"1382","M3","P12","2007/7",48,1552
"1383","M3","P12","2007/8",48,6063
"1384","M3","P12","2007/9",48,1734
"1385","M3","P13","2006/10",48,72769
"1386","M3","P13","2006/11",48,86843
"1387","M3","P13","2006/12",48,86980
"1388","M3","P13","2007/1",48,39474
"1389","M3","P13","2007/2",48,15605
"1390","M3","P13","2007/3",48,29344
"1391","M3","P13","2007/4",48,24170
"1392","M3","P13","2007/5",48,6008
"1393","M3","P13","2007/6",48,8558
"1394","M3","P13","2007/7",48,1552
"1395","M3","P13","2007/8",48,6063
"1396","M3","P13","2007/9",48,1734
"1397","M3","P14","2006/10",48,72769
"1398","M3","P14","2006/11",48,86843
"1399","M3","P14","2006/12",48,86980
"1400","M3","P14","2007/1",48,39474
"1401","M3","P14","2007/2",48,15605
"1402","M3","P14","2007/3",48,29344
"1403","M3","P14","2007/4",48,24170
"1404","M3","P14","2007/5",48,6008
"1405","M3","P14","2007/6",48,8558
"1406","M3","P14","2007/7",48,1552
"1407","M3","P14","2007/8",48,6063
"1408","M3","P14","2007/9",48,1734
"1409","M3","P15","2006/10",48,72769
"1410","M3","P15","2006/11",48,86843
"1411","M3","P15","2006/12",48,86980
"1412","M3","P15","2007/1",48,39474
"1413","M3","P15","2007/2",48,15605
"1414","M3","P15","2007/3",48,29344
"1415","M3","P15","2007/4",48,24170
"1416","M3","P15","2007/5",48,6008
"1417","M3","P15","2007/6",48,8558
"1418","M3","P15","2007/7",48,1552
"1419","M3","P15","2007/8",48,6063
"1420","M3","P15","2007/9",48,1734
"1421","M3","P16","2006/10",48,72769
"1422","M3","P16","2006/11",48,86843
"1423","M3","P16","2006/12",48,86980
"1424","M3","P16","2007/1",48,39474
"1425","M3","P16","2007/2",48,15605
"1426","M3","P16","2007/3",48,29344
"1427","M3","P16","2007/4",48,24170
"1428","M3","P16","2007/5",48,6008
"1429","M3","P16","2007/6",48,8558
"1430","M3","P16","2007/7",48,1552
"1431","M3","P16","2007/8",48,6063
"1432","M3","P16","2007/9",48,1734
"1433","M3","P17","2006/10",48,72769
"1434","M3","P17","2006/11",48,86843
"1435","M3","P17","2006/12",48,86980
"1436","M3","P17","2007/1",48,39474
"1437","M3","P17","2007/2",48,15605
"1438","M3","P17","2007/3",48,29344
"1439","M3","P17","2007/4",48,24170
"1440","M3","P17","2007/5",48,6008
"1441","M3","P17","2007/6",48,8558
"1442","M3","P17","2007/7",48,1552
"1443","M3","P17","2007/8",48,6063
"1444","M3","P17","2007/9",48,1734
"1445","M3","P18","2006/10",48,72769
"1446","M3","P18","2006/11",48,86843
